Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 246,Roulette,ZUUM,C$,2019-06-22 20:00:00,17,54.93390,-10.24140,2.197356000,0.0400
Slot 271,GK20 Slant,IGT,C$,2019-03-07 14:00:00,302,18.13224,6.74688,0.725289600,0.0400
Slot 303,AXXIS 23/23,IGT,$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 246,Roulette,ZUUM,C$,2019-03-07 14:00:00,42,237.94800,26.50560,9.517920000,0.0400
Slot 101,Reel Deal 50,CDS,C$,2019-06-06 07:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 101,Reel Deal 50,CDS,C$,2019-05-10 17:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 246,Roulette,ZUUM,C$,2019-06-19 14:00:00,5,9.12030,9.12030,0.364812000,0.0400
Slot 146,Novostar II US$,Novomatic,$,2019-01-22 09:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 244,Roulette,ZUUM,C$,2019-05-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 146,Novostar II US$,Novomatic,$,2019-04-27 15:00:00,1611,819.10000,-2.50000,43.903760000,0.0536
Slot 303,AXXIS 23/23,IGT,$,2019-04-30 20:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 271,GK20 Slant,IGT,C$,2019-06-16 06:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 103,CDS Reel Deal 10,CDS,C$,2019-04-27 15:00:00,181,49.24620,17.46960,2.954772000,0.0600
Slot 276,G-FORCE,Merkur,$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 146,Novostar II US$,Novomatic,$,2019-04-24 07:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 246,Roulette,ZUUM,C$,2019-04-24 07:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 146,Novostar II US$,Novomatic,$,2019-03-07 14:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 246,Roulette,ZUUM,C$,2019-05-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 101,Reel Deal 50,CDS,C$,2019-03-07 14:00:00,378,465.05280,82.83000,27.903168000,0.0600
Slot 271,GK20 Slant,IGT,C$,2019-05-10 17:00:00,574,19.63440,5.96910,0.785376000,0.0400
Slot 244,Roulette,ZUUM,C$,2019-04-24 07:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 244,Roulette,ZUUM,C$,2019-03-07 14:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 303,AXXIS 23/23,IGT,$,2019-06-22 20:00:00,896,1768.78000,-120.12000,141.502400000,0.0800
Slot 344,Oxygen $,Atronic,$,2019-05-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 103,CDS Reel Deal 10,CDS,C$,2019-06-06 07:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 344,Oxygen $,Atronic,$,2019-05-27 08:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 244,Roulette,ZUUM,C$,2019-06-02 23:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 101,Reel Deal 50,CDS,C$,2019-05-17 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 101,Reel Deal 50,CDS,C$,2019-05-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 103,CDS Reel Deal 10,CDS,C$,2019-05-10 18:00:00,252,67.44780,-3.93900,4.046868000,0.0600
Slot 146,Novostar II US$,Novomatic,$,2019-05-07 11:00:00,164,40.75000,16.70000,2.184200000,0.0536
Slot 103,CDS Reel Deal 10,CDS,C$,2019-06-22 21:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 303,AXXIS 23/23,IGT,$,2019-05-20 17:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 103,CDS Reel Deal 10,CDS,C$,2019-05-17 11:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 146,Novostar II US$,Novomatic,$,2019-04-30 21:00:00,438,227.80000,-177.55000,12.210080000,0.0536
Slot 166,Admiral - Ult 10,Novomatic,$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 300,AXXIS 23/23,IGT,$,2019-05-17 10:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-05-30 15:00:00,43,17.37000,-35.51400,1.681416000,0.0968
Slot 264,CDS Reel Deal 10,CDS,C$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0310
Slot 130,MAV500,Aristocrat,$,2019-05-10 17:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-05-20 17:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 166,Admiral - Ult 10,Novomatic,$,2019-05-14 02:00:00,271,264.75000,-2.85000,14.137650000,0.0534
Slot 147,MAV500,Aristocrat,$,2019-05-27 08:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 147,MAV500,Aristocrat,$,2019-05-24 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 147,MAV500,Aristocrat,$,2019-06-12 22:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 166,Admiral - Ult 10,Novomatic,$,2019-03-07 14:00:00,48,3.40000,2.00000,0.181560000,0.0534
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-06-06 07:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 130,MAV500,Aristocrat,$,2019-05-24 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 115,CDS Reel Deal 10,CDS,C$,2019-03-24 01:00:00,14,4.21680,3.01200,0.253008000,0.0600
Slot 147,MAV500,Aristocrat,$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 300,AXXIS 23/23,IGT,$,2019-06-09 14:00:00,678,1525.50000,193.95000,122.040000000,0.0800
Slot 113,CDS Reel Deal 10,CDS,C$,2019-03-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 147,MAV500,Aristocrat,$,2019-04-27 15:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 115,CDS Reel Deal 10,CDS,C$,2019-06-22 21:00:00,63,19.08900,6.06000,1.145340000,0.0600
Slot 115,CDS Reel Deal 10,CDS,C$,2019-05-10 18:00:00,658,177.95190,0.15150,10.677114000,0.0600
Slot 132,Oxygen $,Atronic,$,2019-01-22 09:00:00,0,0.00000,0.00000,0.000000000,0.0720
Slot 166,Admiral - Ult 10,Novomatic,$,2019-04-27 15:00:00,791,2002.50000,-2245.35000,106.933500000,0.0534
Slot 166,Admiral - Ult 10,Novomatic,$,2019-06-22 21:00:00,364,225.45000,-449.75000,12.039030000,0.0534
