Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 150,Novostar II US$,Novomatic,$,2019-07-28 10:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 116,CDS Reel Deal 10,CDS,C$,2019-07-25 00:00:00,334,101.20350,-10.57350,6.072210000,0.0600
Slot 282,Crystal Slant US $,IGT,$,2019-08-11 03:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 114,CDS Reel Deal 10,CDS,C$,2019-09-04 14:00:00,66,19.81980,6.30630,1.189188000,0.0600
Slot 150,Novostar II US$,Novomatic,$,2019-09-11 11:00:00,105,46.30000,20.00000,2.481680000,0.0536
Slot 114,CDS Reel Deal 10,CDS,C$,2019-07-14 13:00:00,285,80.32839,-1.51050,4.819703400,0.0600
Slot 233,GK10 Slant,IGT,C$,2019-07-14 13:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 116,CDS Reel Deal 10,CDS,C$,2019-09-04 14:00:00,165,23.51349,6.72672,1.410809400,0.0600
Slot 233,GK10 Slant,IGT,C$,2019-09-17 13:00:00,442,96.57648,46.96692,3.863059200,0.0400
Slot 282,Crystal Slant US $,IGT,$,2019-09-17 13:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 295,AXXIS 23/23,IGT,$,2019-09-14 19:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 102,CDS Reel Deal 10,CDS,C$,2019-07-14 13:00:00,511,75.64584,7.03893,4.538750400,0.0600
Slot 302,AXXIS 23/23,IGT,$,2019-07-31 18:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 302,AXXIS 23/23,IGT,$,2019-09-11 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 263,Roulette,ZUUM,C$,2019-07-17 19:00:00,5,78.54600,78.54600,3.141840000,0.0400
Slot 120,A560 Multi,Ainsworth,$,2019-09-04 14:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 295,AXXIS 23/23,IGT,$,2019-09-07 21:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 302,AXXIS 23/23,IGT,$,2019-08-28 14:00:00,152,4.82000,0.90000,0.385600000,0.0800
