Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 289,Scorpion Nio,Novomatic,C$,2019-10-09 23:00:00,4,0.35880,0.35880,0.024075480,0.0671
Slot 289,Scorpion Nio,Novomatic,C$,2019-10-09 23:00:00,1474,710.30440,-223.11978,47.661425240,0.0671
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-10-12 22:00:00,935,28.01630,-12.88690,1.863083950,0.0665
Slot 289,Scorpion Nio,Novomatic,C$,2019-09-26 10:00:00,217,84.07500,20.70000,5.641432500,0.0671
Slot 289,Scorpion Nio,Novomatic,C$,2019-12-07 10:00:00,341,90.28800,-15.55389,6.058324800,0.0671
Slot 157,I-Game 044,IGT,$,2019-11-01 09:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 239,GK10 Slant,IGT,C$,2019-10-25 20:00:00,99,2.93412,-118.59234,0.117364800,0.0400
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-11-27 05:00:00,20,1.13240,0.95360,0.075304600,0.0665
Slot 157,I-Game 044,IGT,$,2019-04-05 10:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 108,CDS Reel Deal 10,CDS,C$,2019-04-05 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 102,CDS Reel Deal 10,CDS,C$,2019-11-30 21:00:00,746,86.72064,-1.07136,5.203238400,0.0600
Slot 120,A560 Multi,Ainsworth,$,2019-11-04 20:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 184,EGT - Premier,EGT,$,2019-12-11 01:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-11-04 20:00:00,482,1439.34000,101.02200,105.935424000,0.0736
Slot 263,Roulette,ZUUM,C$,2019-04-05 10:00:00,2,3.01200,3.01200,0.120480000,0.0400
Slot 263,Roulette,ZUUM,C$,2019-11-23 04:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 127,Oxygen $,Atronic,$,2019-12-11 01:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 263,Roulette,ZUUM,C$,2019-12-11 01:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 120,A560 Multi,Ainsworth,$,2019-11-16 00:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 127,Oxygen $,Atronic,$,2019-12-07 10:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 102,CDS Reel Deal 10,CDS,C$,2019-11-23 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 120,A560 Multi,Ainsworth,$,2019-10-25 20:00:00,11,2.20000,-3.55000,0.110000000,0.0500
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-11-12 04:00:00,0,0.00000,0.00000,0.000000000,0.0736
Slot 102,CDS Reel Deal 10,CDS,C$,2019-11-08 15:00:00,13,2.02368,1.48800,0.121420800,0.0600
Slot 263,Roulette,ZUUM,C$,2019-10-03 04:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 102,CDS Reel Deal 10,CDS,C$,2019-11-27 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 120,A560 Multi,Ainsworth,$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 102,CDS Reel Deal 10,CDS,C$,2019-09-26 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 127,Oxygen $,Atronic,$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 120,A560 Multi,Ainsworth,$,2019-11-08 15:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 302,AXXIS 23/23,IGT,$,2019-10-03 04:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 263,Roulette,ZUUM,C$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 263,Roulette,ZUUM,C$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 127,Oxygen $,Atronic,$,2019-10-03 04:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 102,CDS Reel Deal 10,CDS,C$,2019-10-03 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-10-03 05:00:00,0,0.00000,0.00000,0.000000000,0.0736
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-10-19 09:00:00,13,0.89700,0.89700,0.066019200,0.0736
Slot 184,EGT - Premier,EGT,$,2019-10-12 22:00:00,466,245.50000,-8.50000,15.171900000,0.0618
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-09-26 10:00:00,324,365.80500,69.37500,26.923248000,0.0736
Slot 295,AXXIS 23/23,IGT,$,2019-09-26 10:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 120,A560 Multi,Ainsworth,$,2019-11-01 09:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 120,A560 Multi,Ainsworth,$,2019-12-07 10:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 184,EGT - Premier,EGT,$,2019-10-03 05:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-10-09 23:00:00,16,0.44850,0.44850,0.033009600,0.0736
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-10-09 23:00:00,553,14.32509,-3.29199,1.054326624,0.0736
Slot 302,AXXIS 23/23,IGT,$,2019-09-26 10:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 184,EGT - Premier,EGT,$,2019-11-01 09:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 120,A560 Multi,Ainsworth,$,2019-10-09 23:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 302,AXXIS 23/23,IGT,$,2019-11-12 04:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 120,A560 Multi,Ainsworth,$,2019-10-09 23:00:00,6,2.00000,2.00000,0.100000000,0.0500
Slot 120,A560 Multi,Ainsworth,$,2019-11-27 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 233,GK10 Slant,IGT,C$,2019-10-25 20:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 282,Crystal Slant US $,IGT,$,2019-09-26 09:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 233,GK10 Slant,IGT,C$,2019-10-16 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 114,CDS Reel Deal 10,CDS,C$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 114,CDS Reel Deal 10,CDS,C$,2019-11-23 04:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 116,CDS Reel Deal 10,CDS,C$,2019-11-04 19:00:00,162,17.55840,4.46400,1.053504000,0.0600
Slot 282,Crystal Slant US $,IGT,$,2019-10-16 05:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 233,GK10 Slant,IGT,C$,2019-10-22 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 116,CDS Reel Deal 10,CDS,C$,2019-09-26 09:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 233,GK10 Slant,IGT,C$,2019-11-16 00:00:00,593,89.69664,30.56352,3.587865600,0.0400
Slot 150,Novostar II US$,Novomatic,$,2019-11-16 00:00:00,790,281.75000,-29.45000,15.101800000,0.0536
Slot 116,CDS Reel Deal 10,CDS,C$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 365,MAV 500 NIO,Aristocrat,C$,2019-11-16 00:00:00,37,3.67500,2.97000,0.472972500,0.1287
Slot 114,CDS Reel Deal 10,CDS,C$,2019-10-16 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 365,MAV 500 NIO,Aristocrat,C$,2019-11-27 04:00:00,0,0.00000,0.00000,0.000000000,0.1287
Slot 150,Novostar II US$,Novomatic,$,2019-04-05 10:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 116,CDS Reel Deal 10,CDS,C$,2019-04-05 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 282,Crystal Slant US $,IGT,$,2019-10-06 17:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 150,Novostar II US$,Novomatic,$,2019-09-29 20:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 150,Novostar II US$,Novomatic,$,2019-11-19 14:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 365,MAV 500 NIO,Aristocrat,C$,2019-10-09 23:00:00,343,27.88500,11.35500,3.588799500,0.1287
Slot 114,CDS Reel Deal 10,CDS,C$,2019-10-03 04:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 150,Novostar II US$,Novomatic,$,2019-10-22 11:00:00,0,0.00000,0.00000,0.000000000,0.0536
Slot 116,CDS Reel Deal 10,CDS,C$,2019-09-29 20:00:00,121,36.63660,7.20720,2.198196000,0.0600
Slot 116,CDS Reel Deal 10,CDS,C$,2019-11-23 04:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 150,Novostar II US$,Novomatic,$,2019-10-28 21:00:00,49,126.00000,100.00000,6.753600000,0.0536
Slot 282,Crystal Slant US $,IGT,$,2019-10-25 20:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 233,GK10 Slant,IGT,C$,2019-12-04 12:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 365,MAV 500 NIO,Aristocrat,C$,2019-11-19 14:00:00,0,0.00000,0.00000,0.000000000,0.1287
Slot 233,GK10 Slant,IGT,C$,2019-11-19 14:00:00,124,36.90240,14.88000,1.476096000,0.0400
Slot 114,CDS Reel Deal 10,CDS,C$,2019-11-16 00:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 282,Crystal Slant US $,IGT,$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 282,Crystal Slant US $,IGT,$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.0650
Slot 365,MAV 500 NIO,Aristocrat,C$,2019-10-19 08:00:00,0,0.00000,0.00000,0.000000000,0.1287
Slot 282,Crystal Slant US $,IGT,$,2019-10-03 04:00:00,0,0.00000,0.00000,0.000000000,0.0650
