Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 207,Crystal Slant US $,IGT,$,2019-04-12 13:00:00,0,0.00000,0.00000,0.000000000,0.0947
Slot 122,A560 Multi,Ainsworth,$,2019-04-12 13:00:00,12,4.23000,2.43000,0.211500000,0.0500
Slot 189,CDS Reel Deal 10,CDS,C$,2019-04-12 13:00:00,165,49.69800,12.04800,2.981880000,0.0600
Slot 107,CDS Reel Deal 10,CDS,C$,2019-04-12 13:00:00,50,15.06000,3.01200,0.903600000,0.0600
Slot 325,Gaminator FV601-CF2,Novomatic,$,2019-04-12 13:00:00,10,0.90000,-3.90000,0.059760000,0.0664
Slot 308,Crystal Slant Nio c$,IGT,C$,2019-04-12 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 207,Crystal Slant US $,IGT,$,2019-04-12 14:00:00,0,0.00000,0.00000,0.000000000,0.0947
Slot 122,A560 Multi,Ainsworth,$,2019-04-12 14:00:00,106,102.80000,39.54000,5.140000000,0.0500
Slot 240,GK10 Slant,IGT,C$,2019-04-12 14:00:00,221,18.70452,7.80108,0.748180800,0.0400
Slot 107,CDS Reel Deal 10,CDS,C$,2019-04-12 14:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 189,CDS Reel Deal 10,CDS,C$,2019-04-12 14:00:00,86,13.79496,7.95168,0.827697600,0.0600
Slot 325,Gaminator FV601-CF2,Novomatic,$,2019-04-12 14:00:00,0,0.00000,0.00000,0.000000000,0.0664
Slot 308,Crystal Slant Nio c$,IGT,C$,2019-04-12 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 240,GK10 Slant,IGT,C$,2019-04-12 15:00:00,65,3.82524,1.35540,0.153009600,0.0400
Slot 207,Crystal Slant US $,IGT,$,2019-04-12 15:00:00,0,0.00000,0.00000,0.000000000,0.0947
Slot 122,A560 Multi,Ainsworth,$,2019-04-12 15:00:00,69,26.76000,10.43000,1.338000000,0.0500
Slot 107,CDS Reel Deal 10,CDS,C$,2019-04-12 15:00:00,108,5.42160,1.50600,0.325296000,0.0600
Slot 325,Gaminator FV601-CF2,Novomatic,$,2019-04-12 15:00:00,0,0.00000,0.00000,0.000000000,0.0664
Slot 189,CDS Reel Deal 10,CDS,C$,2019-04-12 15:00:00,4,0.18072,0.18072,0.010843200,0.0600
Slot 308,Crystal Slant Nio c$,IGT,C$,2019-04-12 15:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 207,Crystal Slant US $,IGT,$,2019-04-12 16:00:00,0,0.00000,0.00000,0.000000000,0.0947
Slot 107,CDS Reel Deal 10,CDS,C$,2019-04-12 16:00:00,24,1.71684,-0.27108,0.103010400,0.0600
Slot 240,GK10 Slant,IGT,C$,2019-04-12 16:00:00,273,8.22276,1.80720,0.328910400,0.0400
Slot 189,CDS Reel Deal 10,CDS,C$,2019-04-12 16:00:00,92,2.77104,1.20480,0.166262400,0.0600
Slot 239,GK10 Slant,IGT,C$,2019-04-12 10:00:00,44,13.25280,6.02400,0.530112000,0.0400
Slot 157,I-Game 044,IGT,$,2019-04-12 10:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 108,CDS Reel Deal 10,CDS,C$,2019-04-12 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 290,Scorpion Nio,Novomatic,C$,2019-04-12 11:00:00,356,145.98500,36.30060,9.795593500,0.0671
Slot 289,Scorpion Nio,Novomatic,C$,2019-04-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-04-12 11:00:00,208,30.91270,-9.03000,2.055694550,0.0665
Slot 272,GK20 Slant,IGT,C$,2019-04-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 239,GK10 Slant,IGT,C$,2019-04-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 157,I-Game 044,IGT,$,2019-04-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 108,CDS Reel Deal 10,CDS,C$,2019-04-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 290,Scorpion Nio,Novomatic,C$,2019-04-12 12:00:00,479,83.58770,-28.89600,5.608734670,0.0671
Slot 289,Scorpion Nio,Novomatic,C$,2019-04-12 12:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-04-12 12:00:00,277,59.43847,18.06000,3.952658255,0.0665
Slot 272,GK20 Slant,IGT,C$,2019-04-12 12:00:00,78,4.66860,2.98188,0.186744000,0.0400
Slot 239,GK10 Slant,IGT,C$,2019-04-12 12:00:00,0,0.00000,0.00000,0.000000000,0.0400
