Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 155,EGT - Premier,EGT,$,2019-12-09 07:00:00,0,0.00000,0.00000,0.000000000,0.0849
Slot 241,GK10 Slant,IGT,C$,2019-12-18 21:00:00,486,260.05755,50.43900,10.402302000,0.0400
Slot 274,GK20 Slant,IGT,C$,2019-12-09 07:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-12-18 21:00:00,1114,126.71505,32.68485,8.388536310,0.0662
Slot 106,CDS Reel Deal 10,CDS,C$,2019-11-17 20:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 155,EGT - Premier,EGT,$,2019-10-30 12:00:00,0,0.00000,0.00000,0.000000000,0.0849
Slot 155,EGT - Premier,EGT,$,2019-12-15 02:00:00,0,0.00000,0.00000,0.000000000,0.0849
Slot 274,GK20 Slant,IGT,C$,2019-11-21 10:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 342,Oxygen $,Atronic,$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-11-06 18:00:00,829,32.25850,0.02980,2.135512700,0.0662
Slot 359,Scorpions US $,Novomatic,$,2019-10-30 12:00:00,267,380.45000,149.20000,25.528195000,0.0671
Slot 155,EGT - Premier,EGT,$,2019-12-18 21:00:00,69,32.80000,8.52000,2.784720000,0.0849
Slot 274,GK20 Slant,IGT,C$,2019-11-10 10:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 241,GK10 Slant,IGT,C$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0662
Slot 359,Scorpions US $,Novomatic,$,2019-11-10 10:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-10-30 12:00:00,1468,67.91785,12.88690,4.496161670,0.0662
Slot 274,GK20 Slant,IGT,C$,2019-12-15 02:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 241,GK10 Slant,IGT,C$,2019-11-21 10:00:00,9,0.47616,0.23808,0.019046400,0.0400
Slot 342,Oxygen $,Atronic,$,2019-12-15 02:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 155,EGT - Premier,EGT,$,2019-11-06 18:00:00,76,24.60000,3.00000,2.088540000,0.0849
Slot 106,CDS Reel Deal 10,CDS,C$,2019-10-30 13:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 359,Scorpions US $,Novomatic,$,2019-12-15 02:00:00,37,148.00000,100.00000,9.930800000,0.0671
Slot 155,EGT - Premier,EGT,$,2019-11-10 10:00:00,0,0.00000,0.00000,0.000000000,0.0849
Slot 342,Oxygen $,Atronic,$,2019-11-25 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 359,Scorpions US $,Novomatic,$,2019-12-18 21:00:00,598,2399.20000,-96.43000,160.986320000,0.0671
Slot 342,Oxygen $,Atronic,$,2019-11-10 10:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 106,CDS Reel Deal 10,CDS,C$,2019-11-25 01:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 342,Oxygen $,Atronic,$,2019-12-12 19:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 241,GK10 Slant,IGT,C$,2019-11-10 10:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 274,GK20 Slant,IGT,C$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 106,CDS Reel Deal 10,CDS,C$,2019-12-12 20:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 342,Oxygen $,Atronic,$,2019-12-02 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 374,Crystal Slant US $,IGT,$,2019-11-14 00:00:00,0,0.00000,0.00000,0.000000000,0.1174
Slot 374,Crystal Slant US $,IGT,$,2019-11-10 09:00:00,0,0.00000,0.00000,0.000000000,0.1174
Slot 374,Crystal Slant US $,IGT,$,2019-11-25 00:00:00,0,0.00000,0.00000,0.000000000,0.1174
Slot 156,I-Game 044,IGT,$,2019-12-26 06:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 374,Crystal Slant US $,IGT,$,2019-11-29 01:00:00,86,75.10000,35.75000,8.816740000,0.1174
Slot 374,Crystal Slant US $,IGT,$,2019-12-15 01:00:00,0,0.00000,0.00000,0.000000000,0.1174
Slot 156,I-Game 044,IGT,$,2019-11-25 00:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-11-29 01:00:00,0,0.00000,0.00000,0.000000000,0.0550
Slot 255,Roulette,ZUUM,C$,2019-11-17 19:00:00,24,681.50400,-314.86080,37.482720000,0.0550
Slot 156,I-Game 044,IGT,$,2019-12-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-10-30 12:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-12-15 01:00:00,26,120.75690,19.28550,6.641629500,0.0550
Slot 374,Crystal Slant US $,IGT,$,2019-12-26 06:00:00,0,0.00000,0.00000,0.000000000,0.1174
Slot 255,Roulette,ZUUM,C$,2019-12-26 06:00:00,0,0.00000,0.00000,0.000000000,0.0550
