Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 275,GK20 Slant,IGT,C$,2019-01-25 09:00:00,79,4.83164,0.91740,0.193265600,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-02-14 22:00:00,180,62.17560,17.63460,2.487024000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-01-28 23:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-03-21 07:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-02-18 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-03-23 10:00:00,30,6.47580,-7.22880,0.388548000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-03-17 19:00:00,285,25.36104,4.78908,1.014441600,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-01-18 21:00:00,481,156.38612,16.26856,6.255444800,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-21 22:00:00,291,28.20930,3.96930,1.692558000,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-14 22:00:00,2,0.18180,0.18180,0.010908000,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-03-17 19:00:00,395,41.50536,0.30120,2.490321600,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-05 11:00:00,151,13.51636,2.72162,0.810981600,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-08 18:00:00,562,28.34766,4.83164,1.700859600,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-02-11 12:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-02-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-03-14 08:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-01-21 22:00:00,374,123.84900,-28.13360,4.953960000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-02-04 14:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-02-08 00:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-01-15 10:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-08 00:00:00,392,65.59950,7.99920,3.935970000,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-18 11:00:00,55,3.27240,1.21200,0.196344000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-03-07 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-11 12:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-01-12 00:00:00,302,108.43668,40.48792,4.337467200,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-01-05 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-25 05:00:00,135,29.17890,8.18100,1.750734000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-01-12 01:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-28 14:00:00,80,4.33290,0.60600,0.259974000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-03-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-25 09:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-02-01 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-02-21 23:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-15 10:00:00,23,0.73392,-1.10088,0.044035200,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-21 22:00:00,91,13.76100,3.05800,0.825660000,0.0600
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-12 01:00:00,16,4.37294,3.08858,0.262376400,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-03-21 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-01-28 23:00:00,102,12.78244,5.50440,0.766946400,0.0600
Slot 275,GK20 Slant,IGT,C$,2019-03-23 11:00:00,118,17.77080,-6.02400,0.710832000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-02-28 15:00:00,140,8.48400,2.60580,0.339360000,0.0400
Slot 275,GK20 Slant,IGT,C$,2019-03-11 02:00:00,17,9.03600,6.02400,0.361440000,0.0400
Slot 190,CDS Reel Deal 10,CDS,C$,2019-03-11 02:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 184,EGT - Premier,EGT,$,2019-01-05 11:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 127,Oxygen $,Atronic,$,2019-01-05 11:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 263,Roulette,ZUUM,C$,2019-01-12 01:00:00,15,23.66892,-4.95396,0.946756800,0.0400
Slot 202,Oxygen Slant,Atronic,$,2019-02-18 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 184,EGT - Premier,EGT,$,2019-01-21 22:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 184,EGT - Premier,EGT,$,2019-02-11 13:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 263,Roulette,ZUUM,C$,2019-02-18 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 263,Roulette,ZUUM,C$,2019-03-11 02:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 120,A560 Multi,Ainsworth,$,2019-01-12 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 127,Oxygen $,Atronic,$,2019-01-21 22:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 302,AXXIS 23/23,IGT,$,2019-01-18 22:00:00,303,134.60000,-26.45000,10.768000000,0.0800
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-03-23 11:00:00,90,19.59510,10.26410,1.442199360,0.0736
Slot 120,A560 Multi,Ainsworth,$,2019-02-21 23:00:00,140,308.80000,-79.28000,15.440000000,0.0500
Slot 202,Oxygen Slant,Atronic,$,2019-03-04 03:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 302,AXXIS 23/23,IGT,$,2019-03-23 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 295,AXXIS 23/23,IGT,$,2019-02-04 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 184,EGT - Premier,EGT,$,2019-02-14 23:00:00,29,26.80000,19.80000,1.656240000,0.0618
Slot 102,CDS Reel Deal 10,CDS,C$,2019-03-21 08:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 202,Oxygen Slant,Atronic,$,2019-01-28 23:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 120,A560 Multi,Ainsworth,$,2019-03-14 09:00:00,731,420.80000,94.45000,21.040000000,0.0500
Slot 202,Oxygen Slant,Atronic,$,2019-02-01 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 184,EGT - Premier,EGT,$,2019-03-17 20:00:00,745,874.50000,380.82000,54.044100000,0.0618
Slot 184,EGT - Premier,EGT,$,2019-03-14 09:00:00,0,0.00000,0.00000,0.000000000,0.0618
Slot 202,Oxygen Slant,Atronic,$,2019-02-28 15:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-03-17 20:00:00,578,34.88289,19.21885,2.567380704,0.0736
Slot 327,Gaminator FV601-CF2,Novomatic,$,2019-03-11 02:00:00,0,0.00000,0.00000,0.000000000,0.0576
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-02-28 15:00:00,519,15.72570,5.33886,1.157411520,0.0736
Slot 295,AXXIS 23/23,IGT,$,2019-03-14 09:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 302,AXXIS 23/23,IGT,$,2019-03-17 20:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 127,Oxygen $,Atronic,$,2019-03-11 02:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 327,Gaminator FV601-CF2,Novomatic,$,2019-01-08 19:00:00,493,425.60000,121.85000,24.514560000,0.0576
Slot 127,Oxygen $,Atronic,$,2019-02-14 23:00:00,70,97.00000,64.00000,5.965500000,0.0615
Slot 263,Roulette,ZUUM,C$,2019-03-23 11:00:00,4,186.14160,153.61200,7.445664000,0.0400
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-01-21 23:00:00,434,18.81900,8.39970,1.385078400,0.0736
Slot 127,Oxygen $,Atronic,$,2019-01-15 10:00:00,0,0.00000,0.00000,0.000000000,0.0615
Slot 120,A560 Multi,Ainsworth,$,2019-02-14 23:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 184,EGT - Premier,EGT,$,2019-01-18 22:00:00,790,654.77000,-81.09000,40.464786000,0.0618
Slot 327,Gaminator FV601-CF2,Novomatic,$,2019-01-15 10:00:00,0,0.00000,0.00000,0.000000000,0.0576
Slot 202,Oxygen Slant,Atronic,$,2019-02-04 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 320,Novastar II Nio c$,Novomatic,C$,2019-03-07 05:00:00,0,0.00000,0.00000,0.000000000,0.0736
Slot 202,Oxygen Slant,Atronic,$,2019-03-11 02:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 199,Crystal Slant US $,IGT,$,2019-02-28 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 265,CDS Reel Deal 10,CDS,C$,2019-02-28 15:00:00,199,12.12000,0.96960,0.727200000,0.0600
Slot 199,Crystal Slant US $,IGT,$,2019-01-18 21:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 265,CDS Reel Deal 10,CDS,C$,2019-01-18 22:00:00,640,58.13258,8.25660,3.487954800,0.0600
Slot 197,Crystal Slant US $,IGT,$,2019-02-25 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 265,CDS Reel Deal 10,CDS,C$,2019-02-25 06:00:00,0,0.00000,0.00000,0.000000000,0.0600
