Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 293,A560,Ainsworth,$,2019-01-19 01:00:00,125,48.57000,25.20000,2.428500000,0.0500
Slot 218,G-FORCE,Merkur,$,2019-02-04 23:00:00,983,126.45000,-30.06000,7.536420000,0.0596
Slot 161,I-Game 044,IGT,$,2019-01-19 01:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 129,MAV500,Aristocrat,$,2019-01-15 16:00:00,0,0.00000,0.00000,0.000000000,0.0529
Slot 218,G-FORCE,Merkur,$,2019-01-05 14:00:00,0,0.00000,0.00000,0.000000000,0.0596
Slot 111,CDS Reel Deal 10,CDS,C$,2019-02-22 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 111,CDS Reel Deal 10,CDS,C$,2019-01-19 01:00:00,44,4.12830,-3.66960,0.247698000,0.0600
Slot 336,MAV500,Aristocrat,$,2019-02-11 21:00:00,0,0.00000,0.00000,0.000000000,0.1242
Slot 293,A560,Ainsworth,$,2019-01-25 20:00:00,127,99.94000,14.85000,4.997000000,0.0500
Slot 304,Crystal Slant Nio c$,IGT,C$,2019-02-22 05:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 111,CDS Reel Deal 10,CDS,C$,2019-02-01 14:00:00,292,44.87430,16.66500,2.692458000,0.0600
Slot 286,MAV 500 NIO,Aristocrat,C$,2019-02-11 21:00:00,201,30.45150,5.98425,2.043295650,0.0671
Slot 111,CDS Reel Deal 10,CDS,C$,2019-03-07 22:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 336,MAV500,Aristocrat,$,2019-01-29 05:00:00,0,0.00000,0.00000,0.000000000,0.1242
Slot 218,G-FORCE,Merkur,$,2019-01-25 20:00:00,0,0.00000,0.00000,0.000000000,0.0596
Slot 293,A560,Ainsworth,$,2019-03-11 08:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 218,G-FORCE,Merkur,$,2019-03-18 00:00:00,0,0.00000,0.00000,0.000000000,0.0596
Slot 136,Oxygen $,Atronic,$,2019-03-01 01:00:00,0,0.00000,0.00000,0.000000000,0.0724
Slot 318,Emotion NIO Cord,Atronic,C$,2019-02-11 21:00:00,3,0.06000,0.03000,0.004800000,0.0800
Slot 129,MAV500,Aristocrat,$,2019-03-07 22:00:00,0,0.00000,0.00000,0.000000000,0.0529
Slot 336,MAV500,Aristocrat,$,2019-03-01 01:00:00,0,0.00000,0.00000,0.000000000,0.1242
Slot 129,MAV500,Aristocrat,$,2019-03-14 16:00:00,138,66.21000,4.71000,3.502509000,0.0529
Slot 161,I-Game 044,IGT,$,2019-02-08 09:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 161,I-Game 044,IGT,$,2019-01-05 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 111,CDS Reel Deal 10,CDS,C$,2019-03-14 16:00:00,157,37.34880,10.84320,2.240928000,0.0600
Slot 318,Emotion NIO Cord,Atronic,C$,2019-03-11 08:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 304,Crystal Slant Nio c$,IGT,C$,2019-01-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 111,CDS Reel Deal 10,CDS,C$,2019-02-25 15:00:00,3,0.09090,0.09090,0.005454000,0.0600
Slot 279,Reel Deal 50,CDS,C$,2019-01-22 09:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 318,Emotion NIO Cord,Atronic,C$,2019-03-14 16:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 218,G-FORCE,Merkur,$,2019-01-08 23:00:00,0,0.00000,0.00000,0.000000000,0.0596
Slot 336,MAV500,Aristocrat,$,2019-03-07 22:00:00,0,0.00000,0.00000,0.000000000,0.1242
Slot 136,Oxygen $,Atronic,$,2019-01-08 23:00:00,0,0.00000,0.00000,0.000000000,0.0724
Slot 279,Reel Deal 50,CDS,C$,2019-02-08 09:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 279,Reel Deal 50,CDS,C$,2019-03-14 16:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 129,MAV500,Aristocrat,$,2019-02-01 14:00:00,0,0.00000,0.00000,0.000000000,0.0529
Slot 318,Emotion NIO Cord,Atronic,C$,2019-02-25 15:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 279,Reel Deal 50,CDS,C$,2019-02-04 23:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 293,A560,Ainsworth,$,2019-01-01 06:00:00,0,0.00000,0.00000,0.000000000,0.0500
