Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 290,Scorpion Nio,Novomatic,C$,2019-06-19 06:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 157,I-Game 044,IGT,$,2019-05-23 19:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 272,GK20 Slant,IGT,C$,2019-06-19 06:00:00,553,173.31600,-29.69400,6.932640000,0.0400
Slot 239,GK10 Slant,IGT,C$,2019-06-19 06:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-06-19 06:00:00,0,0.00000,0.00000,0.000000000,0.0665
Slot 322,Novastar II Nio c$,Novomatic,C$,2019-05-26 21:00:00,866,62.43315,5.34189,4.151804475,0.0665
Slot 157,I-Game 044,IGT,$,2019-06-25 22:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 272,GK20 Slant,IGT,C$,2019-06-09 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 239,GK10 Slant,IGT,C$,2019-07-06 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 157,I-Game 044,IGT,$,2019-07-06 08:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 239,GK10 Slant,IGT,C$,2019-06-09 08:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 272,GK20 Slant,IGT,C$,2019-07-19 20:00:00,554,55.19367,7.46187,2.207746800,0.0400
Slot 289,Scorpion Nio,Novomatic,C$,2019-07-19 20:00:00,614,199.45590,37.95536,13.383490890,0.0671
Slot 108,CDS Reel Deal 10,CDS,C$,2019-04-30 13:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 272,GK20 Slant,IGT,C$,2019-07-06 09:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 290,Scorpion Nio,Novomatic,C$,2019-07-06 09:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 272,GK20 Slant,IGT,C$,2019-06-12 12:00:00,364,176.07330,-10.21110,7.042932000,0.0400
