Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 196,Crystal Slant US $,IGT,$,2019-01-06 15:00:00,258,257.00000,-50.68000,20.560000000,0.0800
Slot 287,Scorpion Nio,Novomatic,C$,2019-02-02 13:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 187,CDS Reel Deal 10,CDS,C$,2019-03-05 08:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 196,Crystal Slant US $,IGT,$,2019-01-03 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 187,CDS Reel Deal 10,CDS,C$,2019-03-01 23:00:00,8,0.48192,0.30120,0.028915200,0.0600
Slot 187,CDS Reel Deal 10,CDS,C$,2019-02-26 14:00:00,244,50.38890,-0.60600,3.023334000,0.0600
Slot 128,Oxygen $,Atronic,$,2019-01-30 04:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-01-02 03:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 287,Scorpion Nio,Novomatic,C$,2019-02-12 20:00:00,5,0.36360,0.36360,0.024397560,0.0671
Slot 196,Crystal Slant US $,IGT,$,2019-03-01 23:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 196,Crystal Slant US $,IGT,$,2019-02-19 18:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 196,Crystal Slant US $,IGT,$,2019-03-12 06:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-01-26 19:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 187,CDS Reel Deal 10,CDS,C$,2019-01-09 23:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 296,AXXIS 23/23,IGT,$,2019-01-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0800
