Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 321,Novastar II Nio c$,Novomatic,C$,2019-03-17 02:00:00,233,13.99650,4.51500,1.031542050,0.0737
Slot 119,A560 Multi,Ainsworth,$,2019-02-24 12:00:00,180,312.20000,119.92000,15.610000000,0.0500
Slot 126,Oxygen $,Atronic,$,2019-02-24 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 119,A560 Multi,Ainsworth,$,2019-03-17 02:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 321,Novastar II Nio c$,Novomatic,C$,2019-02-24 12:00:00,449,334.52715,123.33615,24.654650955,0.0737
Slot 162,I-Game 044,IGT,$,2019-02-27 22:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 328,Oxygen Slant NIO C$,Atronic,C$,2019-01-28 06:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 126,Oxygen $,Atronic,$,2019-01-31 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 162,I-Game 044,IGT,$,2019-01-11 08:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 126,Oxygen $,Atronic,$,2019-01-11 08:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 321,Novastar II Nio c$,Novomatic,C$,2019-02-27 23:00:00,570,29.80914,10.80195,2.196933618,0.0737
Slot 319,I-Game 044,IGT,$,2019-03-10 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 126,Oxygen $,Atronic,$,2019-03-13 16:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 328,Oxygen Slant NIO C$,Atronic,C$,2019-02-14 06:00:00,0,0.00000,0.00000,0.000000000,0.1069
Slot 328,Oxygen Slant NIO C$,Atronic,C$,2019-02-03 22:00:00,928,61.47750,4.34550,6.571944750,0.1069
Slot 328,Oxygen Slant NIO C$,Atronic,C$,2019-03-22 18:00:00,839,34.63830,4.32750,3.702834270,0.1069
Slot 117,CDS Reel Deal 10,CDS,C$,2019-03-13 16:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 321,Novastar II Nio c$,Novomatic,C$,2019-02-03 22:00:00,0,0.00000,0.00000,0.000000000,0.0737
Slot 117,CDS Reel Deal 10,CDS,C$,2019-02-03 22:00:00,13,0.78780,0.30300,0.047268000,0.0600
Slot 162,I-Game 044,IGT,$,2019-03-06 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 321,Novastar II Nio c$,Novomatic,C$,2019-02-14 06:00:00,0,0.00000,0.00000,0.000000000,0.0737
Slot 119,A560 Multi,Ainsworth,$,2019-02-14 06:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 319,I-Game 044,IGT,$,2019-03-20 14:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 319,I-Game 044,IGT,$,2019-02-21 06:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 117,CDS Reel Deal 10,CDS,C$,2019-03-03 10:00:00,39,2.40960,0.42168,0.144576000,0.0600
Slot 191,Oxygen Slant,Atronic,$,2019-02-24 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 138,Oxygen $,Atronic,$,2019-02-14 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 191,Oxygen Slant,Atronic,$,2019-01-21 07:00:00,0,0.00000,0.00000,0.000000000,0.0800
