Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 130,MAV500,Aristocrat,$,2019-04-29 23:00:00,90,358.00000,99.30000,28.640000000,0.0800
Slot 113,CDS Reel Deal 10,CDS,C$,2019-06-28 12:00:00,157,47.57100,-15.15000,2.854260000,0.0600
Slot 130,MAV500,Aristocrat,$,2019-04-26 17:00:00,185,74.94000,40.12000,5.995200000,0.0800
Slot 264,CDS Reel Deal 10,CDS,C$,2019-06-28 12:00:00,6,0.30300,0.24240,0.009393000,0.0310
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-06-18 12:00:00,1,0.12000,-0.12600,0.011616000,0.0968
Slot 113,CDS Reel Deal 10,CDS,C$,2019-06-05 04:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 113,CDS Reel Deal 10,CDS,C$,2019-05-06 10:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 166,Admiral - Ult 10,Novomatic,$,2019-05-23 03:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 166,Admiral - Ult 10,Novomatic,$,2019-06-08 14:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 147,MAV500,Aristocrat,$,2019-05-23 03:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-06-08 14:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-05-26 05:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 130,MAV500,Aristocrat,$,2019-03-30 20:00:00,37,6.35000,5.00000,0.508000000,0.0800
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-04-26 17:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 166,Admiral - Ult 10,Novomatic,$,2019-05-26 05:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 332,Crystal Dual NIO C$,IGT,C$,2019-07-04 06:00:00,0,0.00000,0.00000,0.000000000,0.0968
Slot 115,CDS Reel Deal 10,CDS,C$,2019-05-23 03:00:00,8,1.06050,0.30300,0.063630000,0.0600
Slot 147,MAV500,Aristocrat,$,2019-06-11 20:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 166,Admiral - Ult 10,Novomatic,$,2019-06-28 13:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 265,CDS Reel Deal 10,CDS,C$,2019-05-23 03:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 267,CDS Reel Deal 10,CDS,C$,2019-06-11 20:00:00,447,132.71400,-14.54400,7.962840000,0.0600
