Player Name,Player Gender,Player Years Old,Table Currency,Player Card Level,Promotion Name,Total Promotion Value,Promotion Cost In Dollars,Promotion Issued Date Exact,Promotion Issued Hour
Player 19757,Male,49,$,Card Type 103,Promotion 1004,25.00,0.00,1/1/2019 9:10:55 AM,2019-01-01 09:00:00
Player 19757,Male,49,$,Card Type 103,Promotion 1004,25.00,0.00,1/1/2019 9:10:56 AM,2019-01-01 09:00:00
Player 17595,Male,48,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 10:20:46 AM,2019-01-01 10:00:00
Player 17595,Male,48,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 10:20:47 AM,2019-01-01 10:00:00
Player 15780,Male,29,$,Card Type 103,Promotion 1005,12.00,0.00,1/1/2019 11:21:15 AM,2019-01-01 11:00:00
Player 15780,Male,29,$,Card Type 103,Promotion 1005,3.00,0.00,1/1/2019 11:30:45 AM,2019-01-01 11:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1009,160.00,160.00,1/1/2019 12:28:55 PM,2019-01-01 12:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 12:34:40 PM,2019-01-01 12:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 12:34:41 PM,2019-01-01 12:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 12:34:42 PM,2019-01-01 12:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 12:34:43 PM,2019-01-01 12:00:00
Player 19570,Male,47,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 1:24:09 PM,2019-01-01 13:00:00
Player 19570,Male,47,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 1:24:11 PM,2019-01-01 13:00:00
Player 19570,Male,47,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 1:24:12 PM,2019-01-01 13:00:00
Player 19570,Male,47,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 1:24:13 PM,2019-01-01 13:00:00
Player 1996,Male,65,$,Card Type 102,Promotion 1008,20.00,20.00,1/1/2019 1:34:04 PM,2019-01-01 13:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1005,100.00,0.00,1/1/2019 2:04:54 PM,2019-01-01 14:00:00
Player 19570,Male,47,$,Card Type 104,Promotion 1005,100.00,0.00,1/1/2019 2:10:41 PM,2019-01-01 14:00:00
Player 19757,Male,49,$,Card Type 103,Promotion 1005,100.00,0.00,1/1/2019 2:15:51 PM,2019-01-01 14:00:00
Player 2169,Female,35,$,Card Type 101,Promotion 1008,0.00,0.00,1/1/2019 2:51:00 PM,2019-01-01 14:00:00
Player 16666,Male,41,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 3:01:25 PM,2019-01-01 15:00:00
Player 16666,Male,41,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 3:01:26 PM,2019-01-01 15:00:00
Player 16666,Male,41,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 3:01:27 PM,2019-01-01 15:00:00
Player 16666,Male,41,$,Card Type 104,Promotion 1004,25.00,0.00,1/1/2019 3:01:28 PM,2019-01-01 15:00:00
Player 1610,Female,47,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 3:27:54 PM,2019-01-01 15:00:00
Player 1610,Female,47,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 3:27:55 PM,2019-01-01 15:00:00
Player 1610,Female,47,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 3:27:56 PM,2019-01-01 15:00:00
Player 1610,Female,47,$,Card Type 101,Promotion 1004,5.00,0.00,1/1/2019 3:27:57 PM,2019-01-01 15:00:00
Player 16025,Male,37,$,Card Type 102,Promotion 1004,5.00,0.00,1/1/2019 3:28:11 PM,2019-01-01 15:00:00
Player 16025,Male,37,$,Card Type 102,Promotion 1004,5.00,0.00,1/1/2019 3:28:13 PM,2019-01-01 15:00:00
Player 16025,Male,37,$,Card Type 102,Promotion 1004,5.00,0.00,1/1/2019 3:28:14 PM,2019-01-01 15:00:00
Player 16025,Male,37,$,Card Type 102,Promotion 1004,5.00,0.00,1/1/2019 3:28:15 PM,2019-01-01 15:00:00
Player 20282,Female,60,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:28:39 PM,2019-01-01 15:00:00
Player 20282,Female,60,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:28:40 PM,2019-01-01 15:00:00
Player 20282,Female,60,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:28:42 PM,2019-01-01 15:00:00
Player 20282,Female,60,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:28:43 PM,2019-01-01 15:00:00
Player 17209,Male,53,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:41:35 PM,2019-01-01 15:00:00
Player 17209,Male,53,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:41:36 PM,2019-01-01 15:00:00
Player 17209,Male,53,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:41:38 PM,2019-01-01 15:00:00
Player 17209,Male,53,$,Card Type 1,Promotion 1004,5.00,0.00,1/1/2019 3:41:39 PM,2019-01-01 15:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 4:23:44 PM,2019-01-01 16:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 4:23:45 PM,2019-01-01 16:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 4:23:46 PM,2019-01-01 16:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1004,25.00,0.00,1/1/2019 4:23:47 PM,2019-01-01 16:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1001,209.00,209.00,1/1/2019 5:03:05 PM,2019-01-01 17:00:00
