Player Name,Player Gender,Player Years Old,Player Card Level,Item Ordered,Number Ordered,Item Cateogry,Bar Order Hour,Bar Order Date Exact,Order Total Dollars
Player 3780,Male,69,Card Type 104,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-08-13 00:00:00,8/13/2019 12:24:25 AM,0.02
Player 6570,Male,50,Card Type 104,Coca Cola,1,Platos Fuertes,2019-08-14 12:00:00,8/14/2019 12:38:32 PM,2.00
Player 1129,Male,58,Card Type 104,Agua Botella,1,Platos Fuertes,2019-08-14 20:00:00,8/14/2019 8:44:08 PM,1.50
Player 20224,Male,33,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-08-17 14:00:00,8/17/2019 2:26:03 PM,0.05
Player 20224,Male,33,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-08-17 16:00:00,8/17/2019 4:53:30 PM,0.05
Player 3076,Male,52,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-06-24 17:00:00,6/24/2019 5:29:49 PM,0.02
Player 3780,Male,69,Card Type 104,Te Manzanilla Promo,1,PROMO SIN ALCOHOL,2019-06-24 18:00:00,6/24/2019 6:38:12 PM,0.02
Player 3780,Male,69,Card Type 104,Noche de Sopas,1,Platos Fuertes,2019-06-24 19:00:00,6/24/2019 7:16:34 PM,5.00
Player 7574,Male,49,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-06-25 20:00:00,6/25/2019 8:47:17 PM,0.05
Player 5970,Female,68,Card Type 101,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-06-26 18:00:00,6/26/2019 6:47:41 PM,0.02
Player 1129,Male,58,Card Type 104,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-06-27 19:00:00,6/27/2019 7:58:55 PM,0.05
Player 15780,Male,29,Card Type 103,Asados Palms,1,Platos Fuertes,2019-06-29 18:00:00,6/29/2019 6:03:36 PM,6.50
Player 20499,Male,37,Card Type 1,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-30 14:00:00,6/30/2019 2:51:17 PM,0.02
Player 20499,Male,37,Card Type 1,Coca Cola,1,Platos Fuertes,2019-06-30 15:00:00,6/30/2019 3:10:31 PM,2.00
Player 15780,Male,29,Card Type 103,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-02 20:00:00,7/2/2019 8:36:27 PM,0.02
Player 3076,Male,52,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-03 18:00:00,7/3/2019 6:02:34 PM,0.05
Player 22621,Male,37,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-04 12:00:00,7/4/2019 12:02:01 PM,0.05
Player 15780,Male,29,Card Type 103,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-04 16:00:00,7/4/2019 4:05:51 PM,0.02
Player 3076,Male,52,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-04 18:00:00,7/4/2019 6:49:01 PM,0.02
Player 15780,Male,29,Card Type 103,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-05 12:00:00,7/5/2019 12:16:50 PM,0.02
Player 18470,Male,51,Card Type 105,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-07-05 18:00:00,7/5/2019 6:20:01 PM,0.02
Player 3780,Male,69,Card Type 104,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-05 21:00:00,7/5/2019 9:58:22 PM,0.02
Player 7574,Male,49,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-05 23:00:00,7/5/2019 11:04:26 PM,0.05
Player 19363,Male,54,Card Type 105,Agua Botella,1,Platos Fuertes,2019-07-06 02:00:00,7/6/2019 2:25:07 AM,1.50
Player 3780,Male,69,Card Type 104,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-06 22:00:00,7/6/2019 10:41:20 PM,0.02
Player 17259,Female,29,Card Type 103,Agua Botella,1,Platos Fuertes,2019-07-07 16:00:00,7/7/2019 4:34:29 PM,1.50
Player 3076,Male,52,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-09 17:00:00,7/9/2019 5:59:45 PM,0.02
Player 3076,Male,52,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-09 20:00:00,7/9/2019 8:32:56 PM,0.05
Player 22621,Male,37,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-11 22:00:00,7/11/2019 10:13:51 PM,0.05
Player 1079,Male,56,Card Type 1,Tostones con Queso,1,Platos Fuertes,2019-07-13 12:00:00,7/13/2019 12:02:28 PM,4.50
Player 6570,Male,50,Card Type 104,Toña,2,Platos Fuertes,2019-07-13 22:00:00,7/13/2019 10:36:13 PM,6.00
Player 22621,Male,37,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-14 17:00:00,7/14/2019 5:14:06 PM,0.05
Player 8935,Female,19,Card Type 111,Toña,1,Platos Fuertes,2019-07-16 14:00:00,7/16/2019 2:24:21 PM,3.00
Player 3076,Male,52,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-18 22:00:00,7/18/2019 10:30:06 PM,0.05
Player 7574,Male,49,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-18 23:00:00,7/18/2019 11:18:54 PM,0.05
Player 1129,Male,58,Card Type 104,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-19 19:00:00,7/19/2019 7:45:41 PM,0.02
Player 8349,Male,60,Card Type 101,Arroz Aguado Pollo,1,Platos Fuertes,2019-07-20 00:00:00,7/20/2019 12:19:48 AM,6.00
Player 5970,Female,68,Card Type 101,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-07-20 05:00:00,7/20/2019 5:46:31 AM,0.02
Player 8935,Female,19,Card Type 111,Toña,1,Platos Fuertes,2019-07-21 12:00:00,7/21/2019 12:57:48 PM,3.00
Player 7574,Male,49,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-22 00:00:00,7/22/2019 12:17:32 AM,0.05
Player 8935,Female,19,Card Type 111,Belmont Light 1/2,1,Tabaco,2019-07-22 21:00:00,7/22/2019 9:31:16 PM,4.50
Player 7574,Male,49,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-22 23:00:00,7/22/2019 11:50:49 PM,0.05
Player 8935,Female,19,Card Type 111,Toña,1,Platos Fuertes,2019-07-23 02:00:00,7/23/2019 2:43:36 AM,3.00
Player 18470,Male,51,Card Type 105,Coca Cola,1,Platos Fuertes,2019-07-25 16:00:00,7/25/2019 4:11:21 PM,2.00
Player 7574,Male,49,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-26 23:00:00,7/26/2019 11:17:24 PM,0.05
Player 8935,Female,19,Card Type 111,Toña,1,Platos Fuertes,2019-07-27 19:00:00,7/27/2019 7:54:41 PM,3.00
Player 15780,Male,29,Card Type 103,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-27 23:00:00,7/27/2019 11:10:24 PM,0.02
Player 17259,Female,29,Card Type 103,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-06-29 23:00:00,6/29/2019 11:42:47 PM,0.10
Player 8349,Male,60,Card Type 101,Toña,1,Platos Fuertes,2019-06-30 20:00:00,6/30/2019 8:55:02 PM,3.00
Player 8935,Female,19,Card Type 111,Tostones con Queso,1,Platos Fuertes,2019-07-02 17:00:00,7/2/2019 5:39:51 PM,7.50
Player 8935,Female,19,Card Type 111,Toña,1,Platos Fuertes,2019-07-02 17:00:00,7/2/2019 5:39:51 PM,7.50
Player 3076,Male,52,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-03 11:00:00,7/3/2019 11:52:10 AM,0.02
