Player Name,Player Gender,Player Years Old,Player Card Level,Item Ordered,Number Ordered,Item Cateogry,Bar Order Hour,Bar Order Date Exact,Order Total Dollars
Player 20166,Male,28,Card Type 102,Alitas Empanizadas,1,Platos Fuertes,2019-10-08 18:00:00,10/8/2019 6:12:12 PM,8.50
Player 2416,Male,39,Card Type 105,Red Bull,1,Platos Fuertes,2019-10-08 23:00:00,10/8/2019 11:04:09 PM,8.00
Player 2416,Male,39,Card Type 105,Heiniken,1,Platos Fuertes,2019-10-08 23:00:00,10/8/2019 11:22:40 PM,5.00
Player 22967,Male,22,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-09 10:00:00,10/9/2019 10:47:08 AM,0.02
Player 20166,Male,28,Card Type 102,Sprite Vaso Promo,2,PROMO SIN ALCOHOL,2019-10-09 11:00:00,10/9/2019 11:26:04 AM,0.04
Player 13914,Male,54,Card Type 1,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-09 15:00:00,10/9/2019 3:28:34 PM,0.02
Player 20166,Male,28,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-11 18:00:00,10/11/2019 6:31:50 PM,0.02
Player 2877,Female,67,Card Type 105,Con Salsa Jalapena,1,Aperitivos Ensaladas,2019-10-12 17:00:00,10/12/2019 5:42:01 PM,8.00
Player 2877,Female,67,Card Type 105,Con Ensalada,1,Platos Fuertes,2019-10-12 17:00:00,10/12/2019 5:42:01 PM,8.00
Player 2877,Female,67,Card Type 105,Filete de Pollo,1,Platos Fuertes,2019-10-12 17:00:00,10/12/2019 5:42:01 PM,8.00
Player 2416,Male,39,Card Type 105,Toña,1,Platos Fuertes,2019-10-12 23:00:00,10/12/2019 11:13:22 PM,8.00
Player 2416,Male,39,Card Type 105,Heiniken,1,Platos Fuertes,2019-10-12 23:00:00,10/12/2019 11:13:22 PM,8.00
Player 1180,Male,39,Card Type 102,Extra Galletas,1,Platos Fuertes,2019-10-13 10:00:00,10/13/2019 10:49:39 AM,1.00
Player 20166,Male,28,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-13 17:00:00,10/13/2019 5:20:27 PM,0.02
Player 7357,Female,57,Card Type 1,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-20 12:00:00,10/20/2019 12:09:16 PM,0.02
Player 7357,Female,57,Card Type 1,Cafe Negro con Cremora Promo,2,PROMO SIN ALCOHOL,2019-10-20 19:00:00,10/20/2019 7:17:34 PM,0.04
Player 22395,Male,Unknown,Card Type 1,Almuerzo Personal,1,Platos Fuertes,2019-10-21 12:00:00,10/21/2019 12:04:30 PM,5.00
Player 22940,Male,22,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-10-22 13:00:00,10/22/2019 1:36:47 PM,0.05
Player 2416,Male,39,Card Type 105,Heiniken,1,Platos Fuertes,2019-10-22 19:00:00,10/22/2019 7:39:10 PM,16.00
Player 2416,Male,39,Card Type 105,FDC 18 Años,1,Platos Fuertes,2019-10-22 19:00:00,10/22/2019 7:39:10 PM,16.00
Player 5883,Male,56,Card Type 1,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-23 15:00:00,10/23/2019 3:51:15 PM,0.02
Player 20166,Male,28,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-24 10:00:00,10/24/2019 10:13:53 AM,0.02
Player 6594,Female,53,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-24 19:00:00,10/24/2019 7:34:35 PM,0.05
Player 1305,Female,54,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-10-25 22:00:00,10/25/2019 10:57:27 PM,0.02
Player 1305,Female,54,Card Type 1,Marlboro Rojo 1/2,1,Tabaco,2019-10-25 23:00:00,10/25/2019 11:52:12 PM,4.00
Player 2877,Female,67,Card Type 105,Carne Asada,1,Platos Fuertes,2019-10-26 21:00:00,10/26/2019 9:00:38 PM,16.00
Player 1505,Male,62,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-27 12:00:00,10/27/2019 12:59:12 PM,0.05
Player 22940,Male,22,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-10-28 17:00:00,10/28/2019 5:33:04 PM,0.05
Player 5883,Male,56,Card Type 1,Buffet Hot Dog,1,Platos Fuertes,2019-10-28 19:00:00,10/28/2019 7:24:58 PM,4.00
Player 22395,Male,Unknown,Card Type 1,Almuerzo Personal,1,Platos Fuertes,2019-10-30 10:00:00,10/30/2019 10:02:34 AM,5.00
Player 17560,Male,Unknown,Card Type 1,Belmont Light 1/2,2,Tabaco,2019-10-31 01:00:00,10/31/2019 1:36:31 AM,12.00
Player 17560,Male,Unknown,Card Type 1,Toña,1,Platos Fuertes,2019-10-31 01:00:00,10/31/2019 1:36:31 AM,12.00
Player 1505,Male,62,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-01 14:00:00,11/1/2019 2:28:40 PM,0.05
Player 1305,Female,54,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-11-02 19:00:00,11/2/2019 7:50:13 PM,0.02
Player 2416,Male,39,Card Type 105,Heiniken,1,Platos Fuertes,2019-11-08 18:00:00,11/8/2019 6:23:49 PM,5.00
Player 17746,Male,32,Card Type 102,Ceviche,1,Platos Fuertes,2019-09-15 19:00:00,9/15/2019 7:48:14 PM,27.50
Player 17746,Male,32,Card Type 102,Ceviche Camaron,1,Platos Fuertes,2019-09-15 19:00:00,9/15/2019 7:48:14 PM,27.50
Player 15993,Male,53,Card Type 104,Agua Botella,1,Platos Fuertes,2019-09-16 14:00:00,9/16/2019 2:20:23 PM,1.50
Player 22377,Male,40,Card Type 105,Corona,1,Platos Fuertes,2019-09-18 22:00:00,9/18/2019 10:36:09 PM,4.00
Player 20320,Male,65,Card Type 105,Coca Cola Zero,1,Platos Fuertes,2019-09-19 15:00:00,9/19/2019 3:44:51 PM,2.00
Player 22626,Male,44,Card Type 105,Corona,1,Platos Fuertes,2019-09-19 21:00:00,9/19/2019 9:15:29 PM,4.00
Player 22377,Male,40,Card Type 105,Club sandwich,1,Platos Fuertes,2019-09-20 23:00:00,9/20/2019 11:01:15 PM,12.00
Player 20320,Male,65,Card Type 105,Plato de Frutas,1,Desayunos,2019-09-20 23:00:00,9/20/2019 11:47:33 PM,4.00
Player 11545,Male,34,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-09-21 16:00:00,9/21/2019 4:26:57 PM,0.05
Player 15993,Male,53,Card Type 104,Agua Botella,4,Platos Fuertes,2019-09-21 21:00:00,9/21/2019 9:44:34 PM,15.50
Player 15993,Male,53,Card Type 104,Coca Cola,4,Platos Fuertes,2019-09-21 21:00:00,9/21/2019 9:44:34 PM,15.50
Player 15993,Male,53,Card Type 104,Cafe Correano,1,Platos Fuertes,2019-09-21 21:00:00,9/21/2019 9:44:34 PM,15.50
Player 20320,Male,65,Card Type 105,Coca Cola Zero,1,Platos Fuertes,2019-09-21 22:00:00,9/21/2019 10:48:00 PM,2.00
Player 14621,Male,55,Card Type 105,Marlboro Gold 1/2,2,Tabaco,2019-09-28 20:00:00,9/28/2019 8:30:02 PM,8.00
