Player Name,Player Gender,Player Years Old,Player Card Level,Item Ordered,Number Ordered,Item Cateogry,Bar Order Hour,Bar Order Date Exact,Order Total Dollars
Player 2399,Male,59,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-26 15:00:00,5/26/2019 3:44:04 PM,0.02
Player 20320,Male,65,Card Type 105,Limonada,1,Platos Fuertes,2019-05-03 22:00:00,5/3/2019 10:10:06 PM,3.00
Player 22377,Male,40,Card Type 105,Toña,1,Platos Fuertes,2019-05-04 23:00:00,5/4/2019 11:38:27 PM,3.00
Player 13417,Female,60,Card Type 1,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-06 11:00:00,5/6/2019 11:58:13 AM,0.02
Player 22375,Female,55,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-05-06 16:00:00,5/6/2019 4:02:17 PM,0.05
Player 22377,Male,40,Card Type 105,Arroz Aguado Pollo,1,Platos Fuertes,2019-05-06 23:00:00,5/6/2019 11:28:40 PM,6.00
Player 22377,Male,40,Card Type 105,Corona,1,Platos Fuertes,2019-05-07 01:00:00,5/7/2019 1:43:29 AM,4.00
Player 20220,Male,58,Card Type 101,Hamburguesa de Pollo,1,Platos Fuertes,2019-03-14 17:00:00,3/14/2019 5:24:46 PM,8.00
Player 7186,Male,63,Card Type 103,Grey Goose Botella,1,Platos Fuertes,2019-03-15 12:00:00,3/15/2019 12:06:05 PM,330.00
Player 7186,Male,63,Card Type 103,Coca Cola,1,Platos Fuertes,2019-03-15 12:00:00,3/15/2019 12:06:05 PM,330.00
Player 7186,Male,63,Card Type 103,Baileys,24,Platos Fuertes,2019-03-15 12:00:00,3/15/2019 12:06:05 PM,330.00
Player 11545,Male,34,Card Type 1,Toña,1,Platos Fuertes,2019-03-16 10:00:00,3/16/2019 10:10:25 AM,3.00
Player 1417,Female,66,Card Type 1,Toña,1,Platos Fuertes,2019-03-17 14:00:00,3/17/2019 2:22:38 PM,3.00
Player 13417,Female,60,Card Type 1,Coca Cola,1,Platos Fuertes,2019-03-18 11:00:00,3/18/2019 11:09:01 AM,2.00
Player 22377,Male,40,Card Type 105,Con Papas Fritas,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Con Pan Ajonjoli,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Con Lechuga,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Con Cebolla Morada,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Hamburguesa de Res,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Con Queso Cheddar,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 22377,Male,40,Card Type 105,Con Tomate,1,Platos Fuertes,2019-03-20 19:00:00,3/20/2019 7:47:15 PM,9.00
Player 1417,Female,66,Card Type 1,Toña,1,Platos Fuertes,2019-03-24 12:00:00,3/24/2019 12:50:26 PM,3.00
Player 14621,Male,55,Card Type 105,Dunhill Switch 1/2,2,Tabaco,2019-03-24 17:00:00,3/24/2019 5:21:29 PM,10.00
Player 20220,Male,58,Card Type 101,Agua Botella,1,Platos Fuertes,2019-03-25 16:00:00,3/25/2019 4:59:53 PM,1.50
Player 22377,Male,40,Card Type 105,Whisky JW Rojo,1,Platos Fuertes,2019-03-26 18:00:00,3/26/2019 6:08:18 PM,5.00
Player 22377,Male,40,Card Type 105,Belmont Light 1/2,1,Tabaco,2019-03-27 08:00:00,3/27/2019 8:47:30 AM,4.50
Player 22377,Male,40,Card Type 105,Sopa de Res,1,Platos Fuertes,2019-03-27 09:00:00,3/27/2019 9:51:57 AM,9.50
Player 8222,Male,67,Card Type 103,Limonada,1,Platos Fuertes,2019-03-28 19:00:00,3/28/2019 7:16:26 PM,3.00
Player 20320,Male,65,Card Type 105,Coca Cola Zero,2,Platos Fuertes,2019-03-31 13:00:00,3/31/2019 1:07:55 PM,4.00
Player 20222,Male,41,Card Type 101,Toña,1,Platos Fuertes,2019-04-02 14:00:00,4/2/2019 2:34:23 PM,2.50
Player 20220,Male,58,Card Type 101,Agua Botella,1,Platos Fuertes,2019-04-04 09:00:00,4/4/2019 9:19:30 AM,1.50
Player 8054,Male,57,Card Type 104,Belmont Light 1/2,1,Tabaco,2019-04-04 11:00:00,4/4/2019 11:49:35 AM,4.50
Player 15993,Male,53,Card Type 104,Coca Cola,1,Platos Fuertes,2019-04-04 23:00:00,4/4/2019 11:09:10 PM,2.00
